ID,lemma,glosses,glottocode,reference
4469,КЪВАЧI/Á,BOIL (OF SKIN),ghod1238,gdosaidova2006
4470,къвачIа',BAG,akhv1239,akvmagomedovaabdulayeva2007
4471,КЪВАЧА'/М,DIRTY,kara1474,kptmagomedovakhalidova2001
4472,КЪВАЧАРÁ,CHEESE,ghod1238,gdosaidova2006
4473,КЪГАБ,WIDE,andi1255,anisalimov2010
4474,КЪГАБЛЪИР,BREADTH,andi1255,anisalimov2010
4475,КЪГАДАР,AMOUNT,andi1255,anisalimov2010
4476,КЪГАДАР,BAD,andi1255,anisalimov2010
4477,КЪГАЛАМ,PENCIL,andi1255,anisalimov2010
4478,КЪГАРДИЛ,PART,andi1255,anisalimov2010
4479,КЪГАРОЛЛУ,CHOP,andi1255,anisalimov2010
4480,КЪГВАДУ,DO OR MAKE,andi1255,anisalimov2010
4481,КЪГВАКЪГВАЛ,NUT,andi1255,anisalimov2010
4482,КЪГЕСКЪГЕДУННУ,SHIVER,andi1255,anisalimov2010
4483,КЪГИРХУДУ,<NA>,andi1255,anisalimov2010
4484,КЪГОН,HORN (ANATOMY),andi1255,anisalimov2010
4485,КЪГОНИБИДИССИ,<NA>,andi1255,anisalimov2010
4486,КЪГОЦӀУННУ,BEAT,andi1255,anisalimov2010
4487,КЪГОШДУ,GET,andi1255,anisalimov2010
4488,КЪГУДИ,DEEP,andi1255,anisalimov2010
4489,КЪГУДИЛЪИР,DEPTH,andi1255,anisalimov2010
4490,КЪГУДИР,PIT (POTHOLE),andi1255,anisalimov2010
4491,КЪГУММУКЪГЕЛЛУ,PUSH,andi1255,anisalimov2010
4492,КЪГУРМАН,SACRIFICE,andi1255,anisalimov2010
4493,къе,ENVY,akhv1239,akvmagomedovaabdulayeva2007
4494,къе'ла̄да/б/е,READY,akhv1239,akvmagomedovaabdulayeva2007
4495,къе'ло̄/рулъIа,PREPARE,akhv1239,akvmagomedovaabdulayeva2007
4496,къе'ло̄/рулъIа,FIX,akhv1239,akvmagomedovaabdulayeva2007
4497,КЪЕ'НО/Б,PREGNANT,kara1474,kptmagomedovakhalidova2001
4498,къе'хьи,FUR,akhv1239,akvmagomedovaabdulayeva2007
4499,къе̄,WARE,akhv1239,akvmagomedovaabdulayeva2007
4500,къеᴴ'да,WALL (OF HOUSE),akhv1239,akvmagomedovaabdulayeva2007
4501,къеᴴдо',TWENTY,akhv1239,akvmagomedovaabdulayeva2007
4502,КЪЕБÁДАГЬ/ИЛЪ’А,LAME,tind1238,tinmagomedova2003
4503,КЪЕКIВ,WORM,bagv1239,kvamagomedova2004
4504,къекIу',WORM,akhv1239,akvmagomedovaabdulayeva2007
4505,къекъеле'чIу/рулъIа,BITE,akhv1239,akvmagomedovaabdulayeva2007
4506,къелечIу'/рулъIа,BITE,akhv1239,akvmagomedovaabdulayeva2007
4507,КЪЕЛЪÉН,POUCH,ghod1238,gdosaidova2006
4508,КЪЕЛЪИ'Н,POUCH,kara1474,kptmagomedovakhalidova2001
4509,КЪЕЛЪИ'Н,PILLOW,kara1474,kptmagomedovakhalidova2001
4510,КЪЕЛЪИН,PILLOW,andi1255,anisalimov2010
4511,КЪЕН,WALL,andi1255,anisalimov2010
4512,КЪЕНУ́/Б,PREGNANT,tind1238,tinmagomedova2003
4513,КЪЕНЧИ,MASON,andi1255,anisalimov2010
4514,КЪЕРВ,WHEAT,bagv1239,kvamagomedova2004
4515,КЪЕРКЬ/А¯'ЛЪА,FIGHT,kara1474,kptmagomedovakhalidova2001
4516,КЪЕРКЬ̄́ЕДИ/ЛА,FIGHT,bagv1239,kvamagomedova2004
4517,КЪЕРКЬḖЙ/ИЛЪ’А,FIGHT,tind1238,tinmagomedova2003
4518,КЪЕРУ',WHEAT,kara1474,kptmagomedovakhalidova2001
4519,КЪЕРУ́,WHEAT,ghod1238,gdosaidova2006
4520,КЪЕТI/É,TWINS,ghod1238,gdosaidova2006
4521,КЪЕЧАЛЪИР,SECRET,andi1255,anisalimov2010
4522,къи'мате,PRICE,akhv1239,akvmagomedovaabdulayeva2007
4523,къи'но,SUMMER,akhv1239,akvmagomedovaabdulayeva2007
4524,КЪИ'НО',SUMMER,kara1474,kptmagomedovakhalidova2001
4525,къи'ру,WHEAT,akhv1239,akvmagomedovaabdulayeva2007
4526,КЪИ́ЛМА,SOUTH,tind1238,tinmagomedova2003
4527,КЪИ́МАТА/Б,PRECIOUS,ghod1238,gdosaidova2006
4528,КЪИ́НУ,SUMMER,tind1238,tinmagomedova2003
4529,КЪИᴴ,WALL (OF HOUSE),kara1474,kptmagomedovakhalidova2001
4530,КЪИᴴТIÁЧИ,TWINS,tind1238,tinmagomedova2003
4531,КЪИБКЪ́ИБИД/ИЛА,BOIL,bagv1239,kvamagomedova2004
4532,къибу',FEVER,akhv1239,akvmagomedovaabdulayeva2007
4533,къибу',FEVER,akhv1239,akvmagomedovaabdulayeva2007
4534,КЪИЙ/А'ᴴЛЪА,SEW,kara1474,kptmagomedovakhalidova2001
4535,КЪИМАТО'/Б,PRECIOUS,kara1474,kptmagomedovakhalidova2001
4536,КЪИН²,SUMMER,bagv1239,kvamagomedova2004
4537,КЪИН¹,WALL (OF HOUSE),bagv1239,kvamagomedova2004
4538,КЪИН́У/Б,PREGNANT,bagv1239,kvamagomedova2004
4539,КЪИНАЙДУ,PLOUGH,andi1255,anisalimov2010
4540,КЪИНКЪИ́Щ/И,GREEDY,ghod1238,gdosaidova2006
4541,КЪИННАЛИ́,SQUEEZE,ghod1238,gdosaidova2006
4542,КЪИННИБ,STINGY,andi1255,anisalimov2010
4543,КЪИННУ,STAB,andi1255,anisalimov2010
4544,къино̄'/рулъIа,<NA>,akhv1239,akvmagomedovaabdulayeva2007
4545,КЪИНТӀИ,NARROW,andi1255,anisalimov2010
4546,КЪИНУ,SUMMER,andi1255,anisalimov2010
4547,къину'/рулъIа,FEAR (BE AFRAID),akhv1239,akvmagomedovaabdulayeva2007
4548,къину'/рулъIа,SEW,akhv1239,akvmagomedovaabdulayeva2007
4549,КЪИНУ́,SUMMER,ghod1238,gdosaidova2006
4550,КЪИР,WHEAT,andi1255,anisalimov2010
4551,КЪИРÁЛ,KING,tind1238,tinmagomedova2003
4552,КЪИРÁЛ,KING,bagv1239,kvamagomedova2004
4553,КЪИРПÁ,SOUTH,ghod1238,gdosaidova2006
4554,КЪИССА,STORY,andi1255,anisalimov2010
4555,къитIу'/рулъIа,PINCH,akhv1239,akvmagomedovaabdulayeva2007
4556,къо'къидас̄е,SHORT,akhv1239,akvmagomedovaabdulayeva2007
4557,КЪО'РА¯/ЛЪА¹,WANT,kara1474,kptmagomedovakhalidova2001
4558,КЪО'РКЪО²,PLANE (TOOL),kara1474,kptmagomedovakhalidova2001
4559,КЪО'РКЪО¹,FROG,kara1474,kptmagomedovakhalidova2001
4560,къо'синайе,MISTAKE,akhv1239,akvmagomedovaabdulayeva2007
4561,КЪО'ЩДА,CHAIR,kara1474,kptmagomedovakhalidova2001
4562,КЪО'ЩИКА,DONKEY,kara1474,kptmagomedovakhalidova2001
4563,къо̄'/нулъIа,EAT,akhv1239,akvmagomedovaabdulayeva2007
4564,къоᴴчу'ла,FOOD,akhv1239,akvmagomedovaabdulayeva2007
4565,КЪОПУННУ,STRIKE,andi1255,anisalimov2010
4566,КЪОРÓЛАВ,WIDOWER,tind1238,tinmagomedova2003
4567,КЪОРÓЛАВ,WIDOWER,bagv1239,kvamagomedova2004
4568,КЪОРÓЛАЙ,WIDOW,tind1238,tinmagomedova2003
4569,КЪОРÓЛАЙ,WIDOW,ghod1238,gdosaidova2006
4570,КЪОРÓЛАЙ,WIDOW,bagv1239,kvamagomedova2004
4571,КЪОРÓЛЕ,WIDOW,ghod1238,gdosaidova2006
4572,КЪОРÓЛЛЪИ,DIVORCE,ghod1238,gdosaidova2006
4573,КЪОРА'/Б,NARROW,kara1474,kptmagomedovakhalidova2001
4574,КЪОРКЪ,FROG,bagv1239,kvamagomedova2004
4575,КЪОРО,WORK (LABOUR),andi1255,anisalimov2010
4576,къоро'ла,WIDOW,akhv1239,akvmagomedovaabdulayeva2007
4577,къоро'ла,WIDOWER,akhv1239,akvmagomedovaabdulayeva2007
4578,къоро'ла̄кĪа,WIDOW,akhv1239,akvmagomedovaabdulayeva2007
4579,КЪОРОКЪИДУ,NEED (SOMETHING),andi1255,anisalimov2010
4580,КЪОРОЛА'В,WIDOWER,kara1474,kptmagomedovakhalidova2001
4581,КЪОРОЛА'Й,WIDOW,kara1474,kptmagomedovakhalidova2001
4582,КЪОРУ,SHOUT,andi1255,anisalimov2010
4583,КЪОТÍУ/Б,DEEP,bagv1239,kvamagomedova2004
4584,КЪОТIУ́Б,DEEP,tind1238,tinmagomedova2003
4585,къочара',CHEESE,akhv1239,akvmagomedovaabdulayeva2007
4586,КЪОШТ|А,STOOL,kara1474,kptmagomedovakhalidova2001
4587,КЪОШТТ/Á,CHAIR,ghod1238,gdosaidova2006
4588,къу'къу,CRANE,akhv1239,akvmagomedovaabdulayeva2007
4589,къу'ни,SLAB,akhv1239,akvmagomedovaabdulayeva2007
4590,КЪУ́НКЪУРА,CRANE,ghod1238,gdosaidova2006
4591,КЪУ́РИКЪА,CRANE,tind1238,tinmagomedova2003
4592,КЪУᴴЙИ́,WALL (OF HOUSE),ghod1238,gdosaidova2006
4593,къувати'лIи,MIGHTY OR POWERFUL OR STRONG,akhv1239,akvmagomedovaabdulayeva2007
4594,КЪУЛГI/É,SPRING OR WELL,ghod1238,gdosaidova2006
4595,КЪУН/У́,SLAB,ghod1238,gdosaidova2006
4596,КЪУРКЪУ́,FROG,ghod1238,gdosaidova2006
4597,КЪУРРУ,FROG,andi1255,anisalimov2010
4598,КЪУРУ'Н,CRANE,kara1474,kptmagomedovakhalidova2001
4599,КЪУРУ́,STOMACH,ghod1238,gdosaidova2006
4600,КЪУРЧИ́,PEACH,ghod1238,gdosaidova2006
4601,КЪУЧӀАГУ,NAKED,andi1255,anisalimov2010
4602,КЬ|А'БАЛЪ/АЛЪА,LIKE,kara1474,kptmagomedovakhalidova2001
4603,КЬ|А'ЛЕ,LEAF,kara1474,kptmagomedovakhalidova2001
4604,КЬ|А'МЕ,ROOF,kara1474,kptmagomedovakhalidova2001
4605,КЬ|ВА'ХВА¹,PUS,kara1474,kptmagomedovakhalidova2001
4606,КЬ́ИЖВА,WASP,bagv1239,kvamagomedova2004
4607,КЬ́ИЧВАРА,SWALLOW,bagv1239,kvamagomedova2004
4608,КЬ̄́ЕНА,SLEEP,bagv1239,kvamagomedova2004
4609,КЬÁБИДИ/ЛА,HURRY,bagv1239,kvamagomedova2004
4610,КЬÁГЪАЛIА,ROUGH,tind1238,tinmagomedova2003
4611,КЬÁЛЪ’А,DANCE,tind1238,tinmagomedova2003
4612,КЬÁНТIИ,COARSE,ghod1238,gdosaidova2006
4613,КЬĒ,ASH,tind1238,tinmagomedova2003
4614,КЬĒ,ASH,bagv1239,kvamagomedova2004
4615,КЬÉX̅ВА,DUST,tind1238,tinmagomedova2003
4616,КЬÉБУ,MIDDAY,tind1238,tinmagomedova2003
4617,КЬÉДИ/ЛА,DANCE,bagv1239,kvamagomedova2004
4618,КЬĒР,LAMB,tind1238,tinmagomedova2003
4619,КЬÉРИ-БАСА,COLOR,tind1238,tinmagomedova2003
4620,КЬÉРУ,BRIDGE,tind1238,tinmagomedova2003
4621,КЬÉТIВ/ИЛА,LEAVE,bagv1239,kvamagomedova2004
4622,КЬÈТIУ,SEED,tind1238,tinmagomedova2003
4623,кьIа'бада/б/е,FLAT,akhv1239,akvmagomedovaabdulayeva2007
4624,кьIа'буракIва,CHEST,akhv1239,akvmagomedovaabdulayeva2007
4625,кьIа'до,HIGH,akhv1239,akvmagomedovaabdulayeva2007
4626,кьIа'къIва,EYELID,akhv1239,akvmagomedovaabdulayeva2007
4627,кьIа'къIва,EYELASH,akhv1239,akvmagomedovaabdulayeva2007
4628,кьIа'къурулъIа,SHUT,akhv1239,akvmagomedovaabdulayeva2007
4629,кьIа'ми,ROOF,akhv1239,akvmagomedovaabdulayeva2007
4630,кьIа'ми,LEAF,akhv1239,akvmagomedovaabdulayeva2007
4631,кьIа'що̄рулъIа,PRESS,akhv1239,akvmagomedovaabdulayeva2007
4632,кьIаᴴде',LEAF,akhv1239,akvmagomedovaabdulayeva2007
4633,кьIабу',CHEST,akhv1239,akvmagomedovaabdulayeva2007
4634,кьIада',UP,akhv1239,akvmagomedovaabdulayeva2007
4635,кьIала',LID (COVER; CAP),akhv1239,akvmagomedovaabdulayeva2007
4636,кьIахъIва',PUS,akhv1239,akvmagomedovaabdulayeva2007
4637,кьIибо̄'/рулъIа,PRESS,akhv1239,akvmagomedovaabdulayeva2007
4638,кьIили,TIP (OF OBJECT),akhv1239,akvmagomedovaabdulayeva2007
4639,кьIили'с̄е,TOP,akhv1239,akvmagomedovaabdulayeva2007
4640,кьIили'с̄е,FRINGE,akhv1239,akvmagomedovaabdulayeva2007
4641,кьIили'с̄е,CROWN (OF HEAD),akhv1239,akvmagomedovaabdulayeva2007
4642,кьIо'къIу/рулъIа,DISAPPEAR,akhv1239,akvmagomedovaabdulayeva2007
4643,кьIо'щи,GRAIN,akhv1239,akvmagomedovaabdulayeva2007
4644,кьIо̄'не,WITH,akhv1239,akvmagomedovaabdulayeva2007
4645,кьIоᴴ'ко,CLOTHES,akhv1239,akvmagomedovaabdulayeva2007
4646,кьIоᴴ'ко,SHIRT,akhv1239,akvmagomedovaabdulayeva2007
4647,кьIоᴴ/б/олIу'/рулъIа,FORGIVE,akhv1239,akvmagomedovaabdulayeva2007
4648,кьIуᴴ'с̄и,HAY,akhv1239,akvmagomedovaabdulayeva2007
4649,КЬА'М/АЛЪА,VOMIT,kara1474,kptmagomedovakhalidova2001
4650,КЬА'Р/АЛЪА,DRAW MILK,kara1474,kptmagomedovakhalidova2001
4651,кьаᴴдас̄е',ANKLE,akhv1239,akvmagomedovaabdulayeva2007
4652,КЬАᴴКI’ÁЛ,HARE,tind1238,tinmagomedova2003
4653,кьаᴴкIа',HARE,akhv1239,akvmagomedovaabdulayeva2007
4654,КЬАКЪ́У/Б,ROUGH,bagv1239,kvamagomedova2004
4655,КЬАКЬАЩИ́,SCRATCH,ghod1238,gdosaidova2006
4656,кьакьо̄'/рулъIа,VOMIT,akhv1239,akvmagomedovaabdulayeva2007
4657,КЬАНКӀАЛА,HARE,andi1255,anisalimov2010
4658,КЬАНКВАШДУ,STRETCH,andi1255,anisalimov2010
4659,КЬАННУ,PULL,andi1255,anisalimov2010
4660,КЬАРУ,TEAR (SHRED),andi1255,anisalimov2010
4661,кьару'/рулъIа,DRAW MILK,akhv1239,akvmagomedovaabdulayeva2007
4662,КЬВĀР,GAME,bagv1239,kvamagomedova2004
4663,КЬВÁЙ/ЛА,BEAT,bagv1239,kvamagomedova2004
4664,КЬВÁЙ/ЛА,PLAY (INSTRUMENT),bagv1239,kvamagomedova2004
4665,КЬВÁРИЙУ/Б,BRAVE,tind1238,tinmagomedova2003
4666,кьва'ре,MURDER,akhv1239,akvmagomedovaabdulayeva2007
4667,кьва'рила̄да/б/е,BRAVE,akhv1239,akvmagomedovaabdulayeva2007
4668,кьва'ро̄/рулъIа,REFUSE,akhv1239,akvmagomedovaabdulayeva2007
4669,КЬВАГЬÁГЬИДА/ЙЛА,SHOOT,bagv1239,kvamagomedova2004
4670,КЬВАГЬАᴴГЬА¯'ᴴ/ЛЪА,SHOOT,kara1474,kptmagomedovakhalidova2001
4671,КЬВАГЬУННУ,SHOOT,andi1255,anisalimov2010
4672,кьваре'ло̄/рулъIа,PREPARE,akhv1239,akvmagomedovaabdulayeva2007
4673,КЬВАРО'/Б,BRAVE,kara1474,kptmagomedovakhalidova2001
4674,кьвару'/рулъIа,JOIN,akhv1239,akvmagomedovaabdulayeva2007
4675,кьвару'/рулъIа,KILL,akhv1239,akvmagomedovaabdulayeva2007
4676,кьвару'/рулъIа,HIT,akhv1239,akvmagomedovaabdulayeva2007
4677,кьвару'/рулъIа,CLAP,akhv1239,akvmagomedovaabdulayeva2007
4678,кье',MIDDAY,akhv1239,akvmagomedovaabdulayeva2007
4679,КЬЕ,ASH,andi1255,anisalimov2010
4680,КЬЕ'Б/АЛЪА,DANCE,kara1474,kptmagomedovakhalidova2001
4681,КЬЕ'ДА,MOUNTAIN,kara1474,kptmagomedovakhalidova2001
4682,КЬЕ'ДА,PRECIPICE,kara1474,kptmagomedovakhalidova2001
4683,кье'кIуда,MORE,akhv1239,akvmagomedovaabdulayeva2007
4684,КЬЕ'Р/Е,COLOR,kara1474,kptmagomedovakhalidova2001
4685,КЬЕ'Р/У,BRIDGE,kara1474,kptmagomedovakhalidova2001
4686,кье'ри,COLOR,akhv1239,akvmagomedovaabdulayeva2007
4687,КЬЕ'ХВА,ASH,kara1474,kptmagomedovakhalidova2001
4688,КЬЕᴴ̄СÉЛ,EYEBROW,bagv1239,kvamagomedova2004
4689,кьеᴴс̄е',EYEBROW,akhv1239,akvmagomedovaabdulayeva2007
4690,КЬЕᴴЧIÉЛ,HARE,bagv1239,kvamagomedova2004
4691,КЬЕБ,MIDDAY,bagv1239,kvamagomedova2004
4692,КЬЕДÉР,LAMB,bagv1239,kvamagomedova2004
4693,КЬЕЙ,ASH,kara1474,kptmagomedovakhalidova2001
4694,КЬЕЙИ́,ASH,ghod1238,gdosaidova2006
4695,КЬЕЙИ́,ASH,ghod1238,gdosaidova2006
4696,КЬЕМ,WHEAT,bagv1239,kvamagomedova2004
4697,КЬЕР³,BRIDGE,bagv1239,kvamagomedova2004
4698,КЬЕР¹,COLOR,bagv1239,kvamagomedova2004
4699,КЬЕРÁЛIИ,COLOR,ghod1238,gdosaidova2006
4700,КЬЕРЧӀО,POST,andi1255,anisalimov2010
4701,КЬЕТӀУР,TREE OR WOOD,andi1255,anisalimov2010
4702,КЬЕТIВ,FLAX OR LINEN,bagv1239,kvamagomedova2004
4703,кьетIу',SEED,akhv1239,akvmagomedovaabdulayeva2007
4704,КЬЕХВА,DUST,andi1255,anisalimov2010
4705,КЬИ'ГЬАᴴ/ЛЪА,SLEEP,kara1474,kptmagomedovakhalidova2001
4706,кьи'жвала,WASP,akhv1239,akvmagomedovaabdulayeva2007
4707,КЬИ'С¯ЕР,EYEBROW,kara1474,kptmagomedovakhalidova2001
4708,КЬИ'ЧВАРА,SWALLOW,kara1474,kptmagomedovakhalidova2001
4709,кьи'швале,GARLIC,akhv1239,akvmagomedovaabdulayeva2007
4710,КЬЍБА¹,FOAM,tind1238,tinmagomedova2003
4711,КЬЍХ/ИᴴЛЪ’А,SLEEP,tind1238,tinmagomedova2003
4712,КЬИ́ЛУ,SWARM (OF BIRDS),tind1238,tinmagomedova2003
4713,КЬИ́ЧВАРА,SWALLOW,tind1238,tinmagomedova2003
4714,кьиᴴгьо̄кIу'нулъIа,SLEEP,akhv1239,akvmagomedovaabdulayeva2007
4715,КЬИᴴКI,NO,bagv1239,kvamagomedova2004
4716,КЬИБ¹,FOAM,bagv1239,kvamagomedova2004
4717,КЬИБАЛIИ́,DANCE,ghod1238,gdosaidova2006
4718,КЬИДИ́Р,LAMB,ghod1238,gdosaidova2006
4719,КЬИНКӀИЛИ,FAST,andi1255,anisalimov2010
4720,КЬИНССИ́Р,EYEBROW,ghod1238,gdosaidova2006
4721,КЬИНУ,WINTER,andi1255,anisalimov2010
4722,КЬИР/У́,BRIDGE,ghod1238,gdosaidova2006
4723,кьира',BRIDGE,akhv1239,akvmagomedovaabdulayeva2007
4724,КЬИРУ,BRIDGE,andi1255,anisalimov2010
4725,кьис̄у'рулъIа,FLEE,akhv1239,akvmagomedovaabdulayeva2007
4726,КЬИХИННУ,SLEEP,andi1255,anisalimov2010
4727,КЬИХИХ/И́ᴴЛЪ’А,SLEEP,tind1238,tinmagomedova2003
4728,КЬОГ|А'/Б,BITTER,kara1474,kptmagomedovakhalidova2001
4729,КЬОГЬИ́ДАЛИ,SHOOT,ghod1238,gdosaidova2006
4730,КЬОННО,FOOT OR LEG,andi1255,anisalimov2010
4731,КЬОХ¯О'РОХ¯,RAKE,kara1474,kptmagomedovakhalidova2001
4732,кьох̄о'х̄ора,RAKE,akhv1239,akvmagomedovaabdulayeva2007
4733,кьу'нулъIа,SLEEP,akhv1239,akvmagomedovaabdulayeva2007
4734,кьу'рило̄/рулъIа,MOVE,akhv1239,akvmagomedovaabdulayeva2007
4735,кьу'рило̄/рулъIа,TEAR (SHRED),akhv1239,akvmagomedovaabdulayeva2007
4736,кьу'рулъIа,DANCE,akhv1239,akvmagomedovaabdulayeva2007
4737,КЬӮНЙ,EYELASH,bagv1239,kvamagomedova2004
4738,КЬУᴴДИ',EYELASH,kara1474,kptmagomedovakhalidova2001
4739,КЬУД/У́,PRECIPICE,ghod1238,gdosaidova2006
4740,КЬУРА¯'/ЛЪА,MOVE,kara1474,kptmagomedovakhalidova2001
4741,КЬУРИ,PRECIPICE,andi1255,anisalimov2010
4742,КЯ́К/Я,BREAST,ghod1238,gdosaidova2006
4743,КЯ́К/Я,PACIFIER,ghod1238,gdosaidova2006
4744,КЯВУ́,GATE,ghod1238,gdosaidova2006
4745,КЯКИ́ᴴ,CONDEMN,ghod1238,gdosaidova2006
4746,КЯЛÁМ,WORD,ghod1238,gdosaidova2006
4747,КЯН/У́,BEEHIVE,ghod1238,gdosaidova2006
4748,КЯНВÉРТ/И,ENVELOPE,ghod1238,gdosaidova2006
4749,КЯПУ́СТА,CABBAGE,ghod1238,gdosaidova2006
